Video,Ranking,Gratch,CCR,Subject
Healthcare,1,2.090909091,1.583333333,106
Healthcare,4,3.636363636,3.5,107
Healthcare,3,3.363636364,3.291666667,108
Healthcare,1,2.818181818,2.375,109
Healthcare,1,2.454545455,2.416666667,110
Healthcare,1,1.909090909,1.5,111
Healthcare,1,2.636363636,1.5,112
Healthcare,1,2.272727273,1.5,113
Healthcare,1,3.272727273,2.125,114
Healthcare,2,2.363636364,1.666666667,115
Healthcare,2,2.545454545,3.541666667,116
Healthcare,1,1.727272727,1.916666667,117
Healthcare,1,2.636363636,2.541666667,118
Healthcare,1,2.454545455,2.333333333,119
Healthcare,1,2.090909091,2,120
Healthcare,1,2.363636364,3,121
Healthcare,1,2.363636364,1.833333333,122
Healthcare,2,2.636363636,2.583333333,123
Healthcare,1,2.818181818,2.416666667,124
Healthcare,1,2.818181818,2,125
Healthcare,3,3.090909091,3.875,126
Healthcare,1,3.454545455,3.75,127
Healthcare,1,2.272727273,1.875,128
Healthcare,1,2.636363636,2.583333333,129
Healthcare,4,2.545454545,3,130
Healthcare,2,2.727272727,3.541666667,131
Healthcare,2,2.909090909,2.916666667,132
Healthcare,1,2.818181818,2.458333333,133
Healthcare,2,2.818181818,3.375,134
Healthcare,1,2.272727273,1.458333333,135
Healthcare,4,2.545454545,2.583333333,136
Healthcare,4,3,3.041666667,137
Healthcare,1,2.636363636,2.208333333,138
Healthcare,1,2.636363636,1.75,139
Healthcare,2,4.090909091,2.666666667,140
Healthcare,1,2.727272727,2,141
Healthcare,3,1.727272727,2.708333333,142
Healthcare,1,2.727272727,2.916666667,143
Healthcare,1,2.727272727,3.208333333,144
Healthcare,1,1.818181818,2.041666667,145
Healthcare,1,2.272727273,2.916666667,146
Healthcare,1,2.545454545,2.583333333,147
Healthcare,1,3.363636364,3.666666667,148
Healthcare,2,2.545454545,3.25,149
Healthcare,4,2.636363636,2.458333333,150
Healthcare,2,2.727272727,2.541666667,151
Healthcare,2,3.090909091,3.125,152
Healthcare,3,3.181818182,3.75,153
Healthcare,1,2.727272727,2.833333333,154
Healthcare,2,1.909090909,2.916666667,155
Healthcare,2,2.818181818,4,156
Healthcare,1,2.363636364,2.25,157
Healthcare,1,2.454545455,1.625,158
Healthcare,1,3.090909091,4,159
Healthcare,1,2.454545455,3,160
Healthcare,1,2.727272727,1.708333333,161
Healthcare,1,2.818181818,2.791666667,162
Healthcare,1,2.090909091,2.458333333,163
Healthcare,1,2.363636364,2.375,164
Healthcare,1,1.272727273,1.125,165
Healthcare,1,2.909090909,2.083333333,166
Healthcare,2,2.545454545,3.083333333,167
Healthcare,2,3.090909091,3.458333333,168
Healthcare,1,2.545454545,2.458333333,169
Healthcare,1,2.545454545,3.083333333,170
Healthcare,1,2.909090909,3.25,171
Healthcare,4,2.545454545,3,172
Healthcare,2,2.272727273,1.833333333,173
Healthcare,1,2.454545455,2.625,174
Healthcare,1,2.545454545,2.125,175
Healthcare,1,2.545454545,2.5,176
Healthcare,4,3.181818182,4.125,177
Healthcare,3,2.636363636,2.416666667,178
Healthcare,1,2.818181818,3.041666667,179
Healthcare,3,2.090909091,1.375,180
Healthcare,4,2.090909091,1.708333333,181
Healthcare,1,2.272727273,2.833333333,182
Healthcare,1,2.090909091,1,183
Healthcare,1,2.909090909,3.083333333,184
Healthcare,1,2.181818182,2.416666667,185
Healthcare,1,2.727272727,3.166666667,186
Healthcare,4,2.545454545,2.375,187
Healthcare,2,3.181818182,2.333333333,188
Healthcare,1,2.818181818,2.875,189
Healthcare,1,2.454545455,2.333333333,190
Healthcare,1,2.454545455,2.916666667,191
Healthcare,1,1.909090909,1.25,192
Healthcare,1,2.818181818,2.5,193
Healthcare,3,2.636363636,3.208333333,194
Healthcare,1,2,2.583333333,195
Healthcare,1,3.090909091,4.541666667,196
Healthcare,1,3.181818182,1.916666667,197
Healthcare,4,3,3.5,198
Healthcare,2,1.909090909,2.791666667,199
Healthcare,1,2.636363636,2.25,200
Healthcare,3,2.818181818,2.5,201
